timestamp,temperatura,umidade_ar,umidade_solo1,umidade_solo2,umidade_solo3,umidade_solo4,chuva,intensidade_chuva
2025-11-28 22:27:13,,76.00,,,,,0,0
2025-11-28 22:27:14,,76.00,63,,,,0,0
2025-11-28 22:27:14,,76.00,63,46,,,0,0
2025-11-28 22:27:14,,76.00,63,46,58,,0,0
2025-11-28 22:27:14,,76.00,63,46,58,100,0,0
2025-11-28 22:27:14,27.80,76.00,63,46,58,100,0,0
2025-11-28 22:27:14,27.80,76.00,63,46,58,100,1,0
2025-11-28 22:27:14,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:15,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:15,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:15,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:15,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:15,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:15,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:15,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:15,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:16,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:16,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:16,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:16,27.80,76.00,63,46,57,100,1,4095
2025-11-28 22:27:16,27.80,76.00,63,46,57,100,1,4095
2025-11-28 22:27:16,27.80,76.00,63,46,57,100,1,4095
2025-11-28 22:27:16,27.80,76.00,63,46,57,100,1,4095
2025-11-28 22:27:16,27.80,76.00,63,46,57,100,1,4095
2025-11-28 22:27:17,27.80,76.00,63,46,57,100,1,4095
2025-11-28 22:27:17,27.80,76.00,63,46,57,100,1,4095
2025-11-28 22:27:17,27.80,76.00,63,46,57,100,1,4095
2025-11-28 22:27:17,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:17,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:17,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:17,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:17,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:18,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:18,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:18,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:18,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:18,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:18,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:19,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:19,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:19,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:19,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:19,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:19,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:19,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:19,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:20,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:20,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:20,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:20,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:20,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:20,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:20,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:20,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:21,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:21,27.80,76.00,62,45,58,100,1,4095
2025-11-28 22:27:21,27.80,76.00,62,46,58,100,1,4095
2025-11-28 22:27:21,27.80,76.00,62,46,58,100,1,4095
2025-11-28 22:27:21,27.80,76.00,62,46,58,100,1,4095
2025-11-28 22:27:21,27.80,76.00,62,46,58,100,1,4095
2025-11-28 22:27:21,27.80,76.00,62,46,58,100,1,4095
2025-11-28 22:27:21,27.80,76.00,62,46,58,100,1,4095
2025-11-28 22:27:22,27.80,76.00,62,46,58,100,1,4095
2025-11-28 22:27:22,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:22,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:22,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:22,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:22,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:22,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:22,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:23,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:23,27.80,76.00,63,45,58,100,1,4095
2025-11-28 22:27:23,27.80,76.00,63,46,58,100,1,4095
2025-11-28 22:27:23,27.80,76.00,63,46,58,100,1,4095
